Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J020417.01+553439.5	380815111	31.070916	55.57764	169.09	A1	Hümmerich et al. (2020)
J020044.10+553750.7	380815189	30.183767	55.630754	56.83	F0	Yang et al. (2024)
J020004.86+560852.5	380815203	30.01926306	56.1476125	536.77	A2	Hümmerich et al. (2020)
J015708.35+563140.1	380816129	29.284826	56.527812	76.43	A3	Shi et al. (2023)
J015406.53+562052.3	380816182	28.52607972	56.34786222	522.82	A1	Yang et al. (2024)
J015318.46+562002.4	380816190	28.326939	56.334	98.33	A1	Shang et al. (2022)
J015347.94+560405.5	380816193	28.4497608	56.0682003	90.35	A3	Shi et al. (2023)
J054843.91+364329.1	381402042	87.182978	36.724756	61.3	A2	Shi et al. (2023)
J055154.00+363647.0	381402249	87.975001	36.613076	67.11	A1	Yang et al. (2024)
J055205.04+373926.9	381403026	88.021014	37.657495	79.33	A1	Shi et al. (2023)
J060229.01+402424.3	381412245	90.620885	40.406763	83.72	A2	Shang et al. (2022)
J054941.49+391023.3	381414095	87.422903	39.173162	73.23	A2	Shang et al. (2022)
J062155.55+001812.2	382103050	95.48091889	0.3042125	127.46	A1	Renson & Manfroid (2009)
J063356.20+000720.5	382106167	98.48442972	0.12276417	73.42	A5	Shi et al. (2023)
J061935.71+004335.9	382110248	94.8988222	0.7266592	74.48	A2	Shang et al. (2022)
J063033.68+014425.1	382113163	97.64036444	1.74003472	95.68	A2	Shi et al. (2023)
J070509.38+034551.7	382205042	106.2896578	3.76415694	65.06	A1	Shi et al. (2023)
J070832.40+034245.5	382205126	107.134318	3.712596	104.67	A1	Hümmerich et al. (2020)
J071337.30+040720.7	382206012	108.406171	4.122624	88.99	A1	Renson & Manfroid (2009)
J071208.74+025104.6	382207211	108.0364567	2.851295	58.62	A5	Yang et al. (2024)
J070941.07+051736.3	382209206	107.4211339	5.2934178	63.06	A1	Shi et al. (2023)
J070337.24+064533.6	382216129	105.9051781	6.759345	79.47	A1	Hümmerich et al. (2020)
J042037.89+034233.4	384508205	65.157122	3.70929	617.69	A1	Shi et al. (2023)
J040916.82+040242.2	384510036	62.3201014	4.0450643	70.62	A2	Shang et al. (2022)
J060045.94-035344.3	384905102	90.190539	-3.895658	702.18	A2	Renson & Manfroid (2009)
J060820.89-025507.6	384913059	92.086547	-2.918778	219.04	A5	Shi et al. (2023)
J060831.03-015817.5	384913195	92.1293239	-1.971545	69.06	A2	Shi et al. (2023)
J063853.85-002541.6	385401025	99.724376	-0.428235	215.17	A2	Hümmerich et al. (2020)
J063627.06+014655.4	385404165	99.1127661	1.7820569	348.81	A1	Hümmerich et al. (2020)
J063823.52+021917.8	385404220	99.5980169	2.3216322	56.19	A5	Yang et al. (2024)
J063852.95+003634.5	385405126	99.720651	0.609611	91.61	A1	Shi et al. (2023)
J064530.19+014535.8	385406043	101.375816	1.75995	97.52	A1	Bernhard et al. (2021)
J064641.00+005717.1	385406119	101.670846	0.954752	101.35	A2	Hümmerich et al. (2020)
J064356.28+010358.7	385406234	100.984512	1.066333	59.42	A1	Shi et al. (2023)
J064200.38+014001.2	385408092	100.501584	1.667026	57.94	A2	Shi et al. (2023)
J064039.34+015314.5	385409002	100.16395	1.887369	103.31	A2	Yang et al. (2024)
J064233.27+032500.7	385412081	100.6386294	3.4168683	154.49	A2	Hümmerich et al. (2020)
J064213.83+031633.8	385412090	100.5572028	3.27606139	430.9	A1	Shi et al. (2023)
J064340.23+034449.4	385412176	100.9176281	3.7470803	64.75	A2	Shi et al. (2023)
J064358.45+033447.0	385412182	100.9935761	3.5797386	126.17	A1	Hümmerich et al. (2020)
J064415.54+023436.5	385413121	101.0647792	2.5768256	64.84	A1	Shang et al. (2022)
J064428.18+021805.6	385413138	101.117424	2.301564	59.16	A5	Yang et al. (2024)
J063025.64+020446.2	385414073	97.6068739	2.0795208	56.1	A1	Shi et al. (2023)
J062850.09+024415.8	385414109	97.2087139	2.7377389	51.81	A2	Shang et al. (2022)
J063218.33+032144.2	385416185	98.07688611	3.36289278	195.88	A1	Renson & Manfroid (2009)
J080112.84+305547.8	385501047	120.3035111	30.9299453	258.21	A5	Shi et al. (2023)
J080210.08+334820.2	385515191	120.5420253	33.8056286	140.77	A1	Shi et al. (2023)
J071237.19+145824.1	386215006	108.15496	14.973386	59.49	F0	Yang et al. (2024)
J071051.21+143412.0	386215227	107.71341	14.570005	88.34	A6	Shang et al. (2022)
J071413.88+142449.5	386315120	108.55786	14.413774	106.25	F0	Hümmerich et al. (2020)
J085240.88+103601.5	386405015	133.1703561	10.6004311	53.53	A2	Shi et al. (2023)
J063727.08+132439.0	387314061	99.362861	13.410837	51.1	A2	Shang et al. (2022)
J062455.24+164040.9	388003213	96.230192	16.678048	69.68	A1	Bauer-Fasching et al. (2024)
J062842.31+162852.9	388004064	97.176327	16.481382	92.51	A3	Bernhard et al. (2021)
J023715.33+314219.5	388103202	39.313876	31.705436	56.77	A2	Shang et al. (2022)
J074426.21+194748.0	388216160	116.1092472	19.7966908	72.56	A1	Shang et al. (2022)
J065624.49+101214.7	392001070	104.10205	10.204111	53.96	A2	Shang et al. (2022)
J065451.32+094452.6	392001239	103.71384	9.7479477	120.62	A1	Shang et al. (2022)
J065119.09+102848.9	392002047	102.82956	10.480276	101.62	A1	Hümmerich et al. (2020)
J065019.50+102230.3	392002086	102.58125	10.375095	78.86	A2	Shi et al. (2023)
J065209.98+102634.8	392002141	103.0416	10.443021	140.63	A2	Hümmerich et al. (2020)
J065752.85+102823.2	392005022	104.47021	10.473125	72.1	A5	Yang et al. (2024)
J064901.53+121445.2	392014200	102.2564	12.245899	95.62	A1	Shi et al. (2023)
J065350.28+125809.2	392015085	103.4595	12.969237	78	F0	Shang et al. (2022)
J065326.34+133927.5	392016061	103.35976	13.657644	93.34	A1	Shang et al. (2022)
J065318.97+131319.7	392016159	103.32907	13.222165	123.18	A2	Hümmerich et al. (2020)
J045111.43-034248.6	392306090	72.7976523	-3.7135136	220.44	A1	Shang et al. (2022)
J044407.32-005639.0	392311162	71.02984167	-0.94417167	346.05	A7	Renson & Manfroid (2009)
J044917.85-015145.3	392312095	72.3243758	-1.8626036	93.92	A1	Shang et al. (2022)
J232057.20+541241.0	392501057	350.238336	54.211394	206.43	A2	Yang et al. (2024)
J232853.81+535123.4	392501178	352.224224	53.856504	163.8	A2	Shi et al. (2023)
J231617.02+540203.9	392502201	349.070952	54.034422	70.32	A2	Shang et al. (2022)
J231349.54+541620.8	392502211	348.456429	54.272472	100.28	A2	Shang et al. (2022)
J231553.45+561845.4	392503075	348.972054	56.312657	167.98	A2	Hümmerich et al. (2020)
J232132.00+562705.2	392504025	350.383367	56.451464	57.05	A1	Shi et al. (2023)
J232311.05+564232.9	392504046	350.7960603	56.7091431	54.43	A1	Shi et al. (2023)
J232449.20+554910.4	392504057	351.2050217	55.8195814	62.78	A5	Lu et al. (2025)
J232524.99+561822.0	392504066	351.354634	56.306251	207.57	A2	Hümmerich et al. (2020)
J232801.60+555306.9	392504121	352.00705	55.885147	243.98	A2	Hümmerich et al. (2020)
J232111.01+552314.2	392505051	350.296331	55.387288	253.72	A1	Hümmerich et al. (2020)
J232126.71+551802.8	392505067	350.361306	55.300796	220.24	A1	Hümmerich et al. (2020)
J232106.34+552607.8	392505068	350.276448	55.435511	246.72	A1	Hümmerich et al. (2020)
J232129.47+551314.5	392505072	350.3728228	55.2207189	172.57	F0	Shang et al. (2022)
J232231.75+543933.2	392505095	350.6323203	54.6592264	128.3	A1	Hümmerich et al. (2020)
J233539.01+555058.3	392506045	353.912556	55.849531	101.57	A1	Hümmerich et al. (2020)
J233312.28+544033.1	392507060	353.301188	54.675878	77.31	A3	Shang et al. (2022)
J233123.69+564325.5	392509030	352.849658	56.723477	169.5	A1	Hümmerich et al. (2020)
J233101.92+564608.8	392509038	352.758577	56.769345	181.43	A3	Hümmerich et al. (2020)
J232808.48+564209.1	392509153	352.035337	56.702539	138.04	A1	Hümmerich et al. (2020)
J231205.86+550220.0	392510028	348.024419	55.038892	100.93	A2	Hümmerich et al. (2020)
J232610.16+575656.4	392511244	351.542338	57.949023	150.27	A2	Shang et al. (2022)
J232626.51+580136.6	392511249	351.610485	58.026846	96.47	A1	Shang et al. (2022)
J234148.08+560038.4	392513060	355.450336	56.010681	52.57	A1	Shang et al. (2022)
J234055.72+565101.4	392513191	355.232204	56.850399	149.45	A1	Hümmerich et al. (2020)
J231211.12+564543.8	392514224	348.046346	56.762173	133.14	A3	Hümmerich et al. (2020)
J232633.18+572407.9	392515044	351.638256	57.402207	68.68	A1	Shang et al. (2022)
J231624.40+565300.9	392515060	349.101706	56.883609	72.03	A1	Shi et al. (2023)
J232137.92+570030.9	392515250	350.408019	57.008609	89.11	A5	Yang et al. (2024)
J232054.57+574803.5	392516121	350.227411	57.800991	107.12	A2	Yang et al. (2024)
J231305.99+573754.3	392516220	348.274144	57.631609	238.61	A1	Yang et al. (2024)
J013031.12+454021.1	393007056	22.629705	45.672543	229.37	A2	Hümmerich et al. (2020)
J012756.18+481103.4	393009199	21.984123	48.1842964	220.3	A3	Shi et al. (2023)
J013132.09+481308.2	393013107	22.8837194	48.218945	60.88	A6	Yang et al. (2024)
J012028.54+480545.6	393015188	20.118949	48.096011	301.52	A7	Hümmerich et al. (2020)
J032415.79+494533.2	393104012	51.065799	49.75923	56.83	A1	Shi et al. (2023)
J032611.50+495758.8	393104040	51.547919	49.966348	135.49	A2	Hümmerich et al. (2020)
J032322.61+493314.1	393104169	50.844215	49.553928	96.73	A1	Shi et al. (2023)
J032516.53+491543.3	393104178	51.31889	49.262045	67.71	A1	Shi et al. (2023)
J032738.50+494951.2	393104188	51.910438	49.830899	92.69	A2	Shi et al. (2023)
J032328.51+485235.5	393105061	50.868823	48.876536	134.95	A1	Shang et al. (2022)
J032020.62+485347.2	393105185	50.085925	48.896445	307.15	A2	Hümmerich et al. (2020)
J033337.72+475817.8	393107124	53.407177	47.971612	87.15	A1	Shang et al. (2022)
J033402.18+473910.7	393107235	53.509094	47.652982	90.39	A3	Shi et al. (2023)
J033512.23+490936.7	393108053	53.800967	49.160209	118.82	A1	Hümmerich et al. (2020)
J032601.59+511743.7	393111090	51.506643	51.295473	72.6	A1	Shi et al. (2023)
J033742.76+494930.0	393113208	54.428189	49.825014	65.8	A2	Hümmerich et al. (2020)
J031622.43+501525.5	393114202	49.093484	50.257111	181.46	A1	Shi et al. (2023)
J032544.06+503411.5	393115005	51.433609	50.569866	65.81	A3	Shi et al. (2023)
J032717.14+501002.7	393115115	51.820704	50.167434	290.88	A2	Shi et al. (2023)
J032014.99+513445.3	393116227	50.061725	51.579253	265.68	A1	Yang et al. (2024)
J041816.12+243845.5	393205247	64.5671919	24.6459961	53.14	A5	Shang et al. (2022)
J053821.15+143839.3	393301005	84.5881322	14.6442753	181.79	A1	Hümmerich et al. (2020)
J053355.11+153056.5	393302054	83.4796281	15.5157169	142.64	A1	Shang et al. (2022)
J053229.49+171430.2	393303073	83.122915	17.2417236	107.18	A5	Hümmerich et al. (2020)
J053406.98+173213.4	393303142	83.5291017	17.5370783	174.67	A1	Shang et al. (2022)
J053510.70+165914.2	393304170	83.7946222	16.9872881	204.77	A1	Hümmerich et al. (2020)
J053259.46+161128.3	393305182	83.247785	16.1912197	200.05	A1	Hümmerich et al. (2020)
J054028.52+151949.6	393307015	85.1188433	15.3304639	204.1	A1	Shang et al. (2022)
J054316.80+150523.1	393307217	85.8200339	15.0897692	71.91	A1	Shang et al. (2022)
J054052.08+145607.5	393307236	85.2170331	14.9354217	55.16	A1	Shi et al. (2023)
J054040.77+162930.3	393308002	85.1699083	16.491765	96.3	A2	Shang et al. (2022)
J054154.32+165348.2	393308088	85.47660222	16.89638194	319.14	A1	Yang et al. (2024)
J053922.80+182545.8	393309077	84.8450164	18.4294019	146.44	A5	Shang et al. (2022)
J053951.29+190721.8	393311037	84.9637397	19.1227494	279.85	A1	Shi et al. (2023)
J053815.61+193035.7	393311223	84.5650511	19.5099361	162.42	A1	Hümmerich et al. (2020)
J054402.53+181251.3	393312171	86.01087778	18.21426944	328.37	A2	Hümmerich et al. (2020)
J054159.07+191013.1	393312248	85.4961631	19.1703294	119.18	A1	Shang et al. (2022)
J054554.13+172427.2	393313032	86.4755678	17.4075611	130.89	A1	Shang et al. (2022)
J054724.36+171922.7	393313047	86.8515394	17.3229933	201.88	A1	Hümmerich et al. (2020)
J054429.84+175346.3	393313112	86.1243617	17.8962022	236.18	A7	Shang et al. (2022)
J054453.44+174722.3	393313139	86.2227075	17.7895531	316.44	A2	Yang et al. (2024)
J054549.03+180016.4	393313176	86.45388972	18.00514083	56.42	A1	Shang et al. (2022)
J052950.88+172629.8	393314058	82.4620014	17.4416119	273.67	A2	Hümmerich et al. (2020)
