Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J053531.81+211856.3	195002040	83.882551	21.315639	167.22	A1	Hümmerich et al. (2020)
J055111.92+220342.6	195006147	87.799687	22.061846	58.85	A1	Shang et al. (2022)
J054807.07+210619.0	195007053	87.029492	21.105301	522.71	A2	Hümmerich et al. (2020)
J055031.83+211525.8	195007146	87.632664	21.257186	72.76	A5	Shi et al. (2023)
J054548.96+222854.3	195008026	86.454039	22.481751	469.02	A1	Hümmerich et al. (2020)
J054016.07+250455.5	195011165	85.066978	25.082103	50.08	A2	Yang et al. (2024)
J055002.87+235548.0	195012120	87.511989	23.930025	186.56	A2	Hümmerich et al. (2020)
J053437.38+211104.1	195102042	83.65575	21.184478	67.16	A2	Shi et al. (2023)
J053356.79+211907.9	195102083	83.486651	21.318871	119.11	A1	Shi et al. (2023)
J053554.49+210229.6	195102131	83.97705	21.041565	138.62	F0	Hümmerich et al. (2020)
J053815.87+230422.9	195103203	84.566159	23.073029	185.91	A1	Shi et al. (2023)
J054613.99+245550.4	195112233	86.558303	24.930676	107.25	F0	Hümmerich et al. (2020)
J053217.02+230026.6	195114039	83.070924	23.007401	118.18	A5	Shang et al. (2022)
J053445.96+225408.2	195114074	83.69151	22.902281	57.13	A1	Shi et al. (2023)
J053209.10+231919.9	195114241	83.037954	23.322217	66.07	A1	Shang et al. (2022)
J055245.39+210138.5	195815191	88.189164	21.027378	62.72	A1	Yang et al. (2024)
J065531.92+253656.8	198016086	103.88303	25.615794	75.78	A2	Shang et al. (2022)
J102027.58+280919.4	199002091	155.1149542	28.1554111	127.24	A2	Shi et al. (2023)
J060741.50+571019.4	199401010	91.922917	57.172073	95.5	A5	Shang et al. (2022)
J062221.82+595613.0	199413009	95.59094	59.93695	266.54	F0	Hümmerich et al. (2020)
J090517.28+165855.6	200810030	136.32202	16.982121	262.62	A5	Shang et al. (2022)
J042423.82+274013.9	201503068	66.09927	27.670536	86.46	A2	Yang et al. (2024)
J043100.76+285057.2	201509079	67.753183	28.849227	75.6	A2	Shang et al. (2022)
J062427.61+213544.0	201601049	96.115082	21.59556	133.74	A1	Hümmerich et al. (2020)
J062521.83+213356.2	201601078	96.340976	21.565635	93.91	A1	Yang et al. (2024)
J062107.62+234952.8	201603163	95.281771	23.831338	60.49	A2	Shang et al. (2022)
J062638.98+233156.4	201604116	96.662448	23.532345	174.66	A2	Hümmerich et al. (2020)
J062551.25+240212.8	201604207	96.463561	24.036891	174.38	A5	Hümmerich et al. (2020)
J062620.51+221542.7	201605020	96.585488	22.261883	113.51	A1	Hümmerich et al. (2020)
J062546.54+221843.4	201605022	96.443936	22.312071	69.41	A5	Shang et al. (2022)
J063015.16+215028.3	201607215	97.563196	21.841219	90.21	A2	Shi et al. (2023)
J062829.47+233423.0	201608039	97.12281	23.57306	100.83	A1	Hümmerich et al. (2020)
J062240.54+245826.2	201615167	95.668929	24.97395	73.13	A1	Shang et al. (2022)
J062140.49+252053.1	201616058	95.418716	25.348101	69.59	A1	Shi et al. (2023)
J062057.29+253203.4	201616132	95.238716	25.534285	85.66	A1	Shi et al. (2023)
J061734.94+252253.8	201616225	94.395623	25.381636	103.49	A2	Hümmerich et al. (2020)
J062145.00+231402.6	201703037	95.437531	23.234082	95.86	A5	Yang et al. (2024)
J062955.49+235938.3	201709001	97.481224	23.993993	98.36	A5	Shang et al. (2022)
J063037.14+234154.8	201709236	97.65475	23.698577	133.76	A2	Hümmerich et al. (2020)
J061911.91+224143.5	201710165	94.799663	22.695424	69.79	A2	Hümmerich et al. (2020)
J061739.44+233427.7	201710227	94.414338	23.574364	82.84	A2	Yang et al. (2024)
J062914.05+250935.1	201712083	97.308562	25.15975	107.24	A1	Shi et al. (2023)
J061553.83+240421.0	201714235	93.974297	24.072524	56.32	A1	Yang et al. (2024)
J062341.52+243826.1	201715189	95.923021	24.640591	95.9	A1	Shi et al. (2023)
J062319.45+243004.7	201715247	95.831063	24.501319	78.86	A1	Shi et al. (2023)
J051709.99+214859.0	202213063	79.291631	21.816414	107.94	A1	Hümmerich et al. (2020)
J050156.20+233939.7	202216039	75.484179	23.661031	56.54	A1	Shang et al. (2022)
J045027.88+024705.1	203303143	72.616174	2.784762	87.34	A7	Shang et al. (2022)
J060830.56+133858.1	203603174	92.127343	13.649473	96.37	A1	Shi et al. (2023)
J061331.98+135352.9	203604071	93.383266	13.898044	151.61	A2	Hümmerich et al. (2020)
J061052.68+130724.5	203604126	92.719533	13.123488	124.21	A1	Shi et al. (2023)
J061124.59+124504.9	203605167	92.852483	12.751384	635.7	A3	Hümmerich et al. (2020)
J062031.49+132806.1	203606051	95.131213	13.468384	75.12	A5	Shang et al. (2022)
J062040.02+131611.9	203606149	95.166763	13.269985	725.54	A2	Hümmerich et al. (2020)
J061419.24+122607.2	203608111	93.580202	12.435353	90.36	A2	Shi et al. (2023)
J061439.92+134128.6	203609002	93.666338	13.691285	222.34	A5	Shang et al. (2022)
J061436.66+142939.5	203609041	93.65277	14.494312	229.94	A1	Hümmerich et al. (2020)
J061334.76+144705.9	203609105	93.39484	14.784978	79.16	A2	Yang et al. (2024)
J060518.19+125728.6	203610209	91.325822	12.957948	149.57	A1	Hümmerich et al. (2020)
J061143.19+152832.1	203611229	92.929974	15.475601	129.9	A1	Hümmerich et al. (2020)
J060905.54+114858.8	203701061	92.273085	11.816353	286.09	A1	Hümmerich et al. (2020)
J060516.22+120731.9	203702048	91.317619	12.125541	209.12	A1	Hümmerich et al. (2020)
J061221.22+130049.2	203705107	93.088438	13.013675	218.04	A1	Shi et al. (2023)
J061638.39+125441.1	203706248	94.159972	12.911429	130.91	A1	Hümmerich et al. (2020)
J061341.68+114751.7	203707049	93.423668	11.7977	105.85	A2	Hümmerich et al. (2020)
J061558.32+135157.3	203709147	93.993017	13.865935	147.96	A2	Hümmerich et al. (2020)
J060620.10+142624.2	203714092	91.583772	14.440072	108.18	A1	Hümmerich et al. (2020)
J061252.15+150651.2	203715034	93.217298	15.114246	81.51	A2	Yang et al. (2024)
J060823.61+150657.0	203715172	92.098382	15.115837	277.37	A1	Shi et al. (2023)
J061413.62+112022.5	203801181	93.556767	11.339603	104.19	A5	Hümmerich et al. (2020)
J060653.79+114835.2	203802024	91.724133	11.809799	67.33	A2	Shang et al. (2022)
J060818.12+130000.3	203803002	92.075533	13.000084	55.87	A5	Yang et al. (2024)
J061217.98+123436.2	203805129	93.074918	12.57674	464.47	A2	Gaia Collaboration et al. (2016, 2023)
J061858.74+120929.8	203807133	94.744766	12.158279	51.18	A1	Shi et al. (2023)
J061222.88+155019.1	203811202	93.095354	15.838643	81	A1	Shang et al. (2022)
J060543.16+215523.2	204001070	91.429856	21.923118	101.87	A2	Hümmerich et al. (2020)
J061208.81+230026.7	204008131	93.036724	23.00742	86.53	A1	Shang et al. (2022)
J061002.07+240727.4	204009220	92.508641	24.124295	66.28	A1	Shang et al. (2022)
J060604.30+252416.1	204011087	91.517951	25.404491	66.61	A2	Shang et al. (2022)
J060959.73+253429.6	204012072	92.498902	25.574914	72.44	A2	Shang et al. (2022)
J060628.13+243533.4	204015176	91.617237	24.592628	62.63	A1	Shi et al. (2023)
J060514.18+245731.3	204015201	91.309095	24.958703	52.73	A1	Shi et al. (2023)
J060252.94+252959.6	204016129	90.720584	25.499889	55.34	A1	Shi et al. (2023)
J040918.97+273521.7	204106225	62.329056	27.589368	63.62	F0	Shang et al. (2022)
J040454.29+273245.3	204208109	61.226237	27.545927	650.48	A2	Yang et al. (2024)
J042327.19+330112.9	204705048	65.863328	33.020262	72.01	A1	Shang et al. (2022)
J061308.61+342342.1	204805179	93.285876	34.395031	348.91	A2	Hümmerich et al. (2020)
J061914.21+362331.9	204815135	94.809215	36.392208	291.99	A2	Hümmerich et al. (2020)
J060955.33+361647.0	204816083	92.48056	36.279737	74.98	A7	Yang et al. (2024)
J061509.91+332028.9	204901059	93.791322	33.341375	119.57	A2	Shang et al. (2022)
J061551.43+340944.5	204905041	93.9643	34.16237	93.52	A2	Shang et al. (2022)
J061921.48+340828.1	204908180	94.839537	34.14114	356.67	A1	Shi et al. (2023)
J060919.79+342540.5	204910069	92.332464	34.427922	139.77	A5	Shang et al. (2022)
J055207.96+242953.9	205403059	88.033178	24.498319	115.51	A2	Hümmerich et al. (2020)
J060455.79+250850.0	205413115	91.232475	25.147227	53.47	A2	Shang et al. (2022)
J024302.76+551718.5	205506035	40.7615136	55.2884883	58.65	A3	Yang et al. (2024)
J023516.54+563951.6	205509124	38.8189231	56.6643388	88.47	A1	Yang et al. (2024)
J021944.99+562715.8	205514094	34.937484	56.4543924	63.07	A7	Shang et al. (2022)
J074414.88+051124.7	205709061	116.062033	5.190199	294.22	A1	Hümmerich et al. (2020)
J073316.31+034515.1	205710021	113.317991	3.754218	140.42	F0	Shi et al. (2023)
J074428.41+060726.4	205712231	116.118415	6.124013	233.23	A2	Shi et al. (2023)
J062838.72+355224.3	206005217	97.161371	35.873434	107.07	A1	Hümmerich et al. (2020)
J062512.25+390655.3	206016038	96.301074	39.11538	62.9	A5	Shang et al. (2022)
J062811.88+390136.1	206016139	97.049511	39.026718	61.26	A1	Shang et al. (2022)
J024024.39+512516.1	206303085	40.100551	51.421408	204.56	A2	Yang et al. (2024)
J023449.94+505819.2	206310106	38.708087	50.972003	123.92	A1	Shang et al. (2022)
J030046.17+520446.2	206313202	45.191137	52.079524	548.58	A1	Shi et al. (2023)
J023805.20+513946.1	206314051	39.521677	51.6628085	146.97	A1	Hümmerich et al. (2020)
J060210.65-071728.0	207110222	90.544402	-7.2911283	177.78	A2	Yang et al. (2024)
J060539.47-060314.9	207115051	91.41448	-6.054165	220.8	A1	Shang et al. (2022)
J061338.27-085719.7	207207234	93.409459	-8.955475	286.47	A7	Hümmerich et al. (2020)
J060826.16-043751.3	207211196	92.109014	-4.630937	78.07	A5	Shang et al. (2022)
J061503.61-063230.3	207213213	93.765044	-6.5417541	283.97	F0	Shang et al. (2022)
J060812.71-061144.4	207215184	92.052969	-6.1956883	76.27	A2	Shang et al. (2022)
J052602.25+075254.0	208715200	81.509404	7.881676	342.02	A1	Hümmerich et al. (2020)
J052215.56+070808.7	208903078	80.564839	7.1357592	72.86	A1	Shang et al. (2022)
J025708.41+241901.3	209006194	44.285046	24.317034	137.14	A7	Hümmerich et al. (2020)
J051026.03+310734.3	209903186	77.608478	31.1262	76.19	F0	Yang et al. (2024)
J051558.69+310914.7	209904122	78.994582	31.154092	57.31	A2	Shi et al. (2023)
J051256.17+300836.8	209905089	78.234062	30.143583	72.17	A2	Shang et al. (2022)
J052454.03+302155.6	209906101	81.225155	30.36545	90.13	A1	Shi et al. (2023)
J052353.68+301935.1	209906125	80.97369	30.326437	121.9	A2	Yang et al. (2024)
J051854.93+313016.6	209909024	79.728907	31.504614	87.23	A2	Shi et al. (2023)
J051834.87+330052.5	209912080	79.645316	33.014606	71.02	A1	Shang et al. (2022)
J035258.77+331235.4	210507042	58.244894	33.209858	92.34	A2	Shi et al. (2023)
J055014.72+215959.5	210606199	87.561357	21.999887	69.89	A1	Shi et al. (2023)
J054928.24+211059.7	210607081	87.36768	21.183272	91.49	A5	Yang et al. (2024)
J054457.39+233826.7	210609064	86.239145	23.64076	51	A5	Shang et al. (2022)
J053321.21+214704.0	210610188	83.338405	21.784448	51.24	A2	Shang et al. (2022)
J053354.33+231312.2	210614206	83.476399	23.220059	87.71	A5	Lu et al. (2025)
J095522.45+135315.8	210808151	148.843561	13.887729	67.53	A1	Shang et al. (2022)
J060420.93-055158.3	211503143	91.087234	-5.866211	246.19	A1	Shi et al. (2023)
J061202.50-080653.2	211507209	93.010433	-8.114791	130.75	A5	Shang et al. (2022)
J061029.25-053152.4	211509038	92.621886	-5.531249	284.54	A1	Hümmerich et al. (2020)
J040942.74+291719.7	211703244	62.428091	29.288818	56.93	A6	Shang et al. (2022)
J041619.00+291523.7	211705107	64.079201	29.256599	367.02	A1	Hümmerich et al. (2020)
J040715.76+310107.8	211714148	61.815681	31.018859	485.57	A7	Hümmerich et al. (2020)
J040951.85+314025.2	211816057	62.466045	31.673689	98.91	F0	Shang et al. (2022)
J040217.66+340724.2	211916113	60.573598	34.123396	64.98	A5	Hümmerich et al. (2020)
J055737.77+282609.7	212004095	89.407396	28.436042	95.27	A2	Shi et al. (2023)
J055413.39+284155.0	212004177	88.555815	28.69863	67.46	A1	Shang et al. (2022)
J055534.89+281813.2	212005154	88.8954	28.303673	160.16	A2	Hümmerich et al. (2020)
J060155.40+280356.1	212006229	90.480836	28.065601	247.04	A2	Hümmerich et al. (2020)
J060000.75+273657.8	212008224	90.003144	27.616078	58.57	A1	Shang et al. (2022)
J060136.47+293812.0	212009194	90.401977	29.636675	80.32	A1	Hümmerich et al. (2020)
J054811.92+281056.3	212010048	87.049678	28.182329	55.66	A2	Shang et al. (2022)
J055804.75+303908.2	212011074	89.519795	30.652296	76.22	A2	Shi et al. (2023)
J060238.73+295105.4	212013155	90.661394	29.851512	192.98	A2	Yang et al. (2024)
J055118.35+305028.6	212016053	87.826478	30.841293	55.48	A2	Shi et al. (2023)
J054942.55+301922.1	212016090	87.427292	30.322821	60.6	A1	Shi et al. (2023)
J055809.04+264957.5	212101105	89.537707	26.832639	173.82	A2	Yang et al. (2024)
J055710.67+282732.1	212104084	89.294481	28.458931	70.8	A1	Shi et al. (2023)
J055443.49+285152.6	212104170	88.681247	28.864634	79.3	A1	Shi et al. (2023)
J055725.42+272653.2	212105024	89.355957	27.44812	80.55	A2	Shi et al. (2023)
J055321.75+302915.8	212116116	88.340664	30.487724	102.74	A5	Hümmerich et al. (2020)
J051744.49+373530.4	213504151	79.435391	37.591793	75.13	A5	Shi et al. (2023)
J052422.19+383106.2	213509073	81.092461	38.518411	103.54	A2	Hümmerich et al. (2020)
J052705.58+374003.3	213509140	81.77329	37.667598	62.96	A1	Shi et al. (2023)
J052303.37+381246.5	213509159	80.764047	38.212923	53.21	A2	Shi et al. (2023)
J052130.40+391627.6	213511244	80.37669	39.274338	52.38	A1	Shang et al. (2022)
J052056.63+353813.0	213601161	80.235985	35.636965	63.28	A5	Yang et al. (2024)
J052324.45+351347.1	213601189	80.851904	35.229776	61.59	A1	Shi et al. (2023)
J052855.41+372207.7	213606034	82.230893	37.368814	88.77	A5	Yang et al. (2024)
J052411.36+374602.5	213609210	81.047353	37.767377	94.25	A2	Shi et al. (2023)
J051059.71+362728.0	213610181	77.748805	36.457788	57.81	A1	Shi et al. (2023)
J053139.66+380231.5	213613009	82.915264	38.042101	451.07	A1	Hümmerich et al. (2020)
J071208.33+185914.7	214307085	108.03471	18.987444	123.17	A2	Shi et al. (2023)
J065629.86+200101.8	214310058	104.12444	20.017183	52.6	A1	Shi et al. (2023)
J040832.16+243436.8	214601074	62.13404	24.576904	126.45	A7	Hümmerich et al. (2020)
J050731.60+570017.2	215401082	76.881695	57.00478	315.6	A3	Hümmerich et al. (2020)
J050144.01+584923.4	215404166	75.433387	58.82317	575.4	A1	Hümmerich et al. (2020)
J051327.91+573333.0	215407123	78.366297	57.559192	178.97	A1	Hümmerich et al. (2020)
J050255.38+604108.9	215411096	75.730787	60.685816	65.03	A1	Shang et al. (2022)
J045150.13+594602.0	215414133	72.958893	59.767231	250.29	A1	Hümmerich et al. (2020)
J080513.99+100620.4	215703062	121.3083	10.105667	141.97	A2	Shang et al. (2022)
J053749.62+541330.8	216211092	84.456787	54.225227	158.87	A1	Shang et al. (2022)
J055108.25+531610.8	216213244	87.784392	53.269688	260.75	A5	Hümmerich et al. (2020)
J055417.20+525336.3	216313048	88.571697	52.893434	60.81	A1	Shang et al. (2022)
J054844.18+522027.8	216408079	87.184098	52.34108	155.6	A1	Shi et al. (2023)
J045708.30+543307.3	217006023	74.284593	54.552032	152.28	A1	Hümmerich et al. (2020)
J045747.66+560121.5	217013236	74.448591	56.022646	244.59	A1	Hümmerich et al. (2020)
J064745.41+583506.1	217314112	101.93922	58.585041	614.44	A3	Hümmerich et al. (2020)
J044551.78+452620.0	217801096	71.465762	45.438911	81.6	A1	Yang et al. (2024)
J044010.00+462453.3	217805231	70.04169	46.414812	119.53	A1	Yang et al. (2024)
J045650.69+465209.5	217806199	74.211209	46.869322	71.15	A5	Shang et al. (2022)
J045218.84+463921.4	217808138	73.078507	46.655962	58.79	A1	Yang et al. (2024)
J044834.63+483457.7	217809112	72.144298	48.582703	94.19	A7	Shang et al. (2022)
J043201.64+471447.8	217810147	68.006849	47.246628	341.3	A6	Hümmerich et al. (2020)
J044329.61+490024.3	217811077	70.87339	49.006752	164.03	A1	Shang et al. (2022)
J043337.20+480459.8	217814220	68.405034	48.083302	69.19	A5	Shang et al. (2022)
J044443.94+451317.6	217901221	71.183113	45.221571	55.92	A1	Shi et al. (2023)
J044648.78+483740.5	217915132	71.703271	48.627923	58.26	A5	Yang et al. (2024)
J044103.60+481729.0	217915245	70.265	48.291401	96.37	A2	Shi et al. (2023)
J043931.64+484228.7	217916158	69.881844	48.707989	67.74	A2	Shi et al. (2023)
J064549.02+484330.2	218004155	101.45426	48.725067	157.32	A2	Hümmerich et al. (2020)
J063709.27+193338.1	218206184	99.288642	19.560597	82.69	A2	Shang et al. (2022)
J063201.93+185013.4	218208224	98.008065	18.83706	59.89	A1	Hümmerich et al. (2020)
J063143.24+222550.4	218211030	97.930181	22.430674	255.66	A2	Shi et al. (2023)
J063516.46+215714.9	218212192	98.818608	21.954155	286.54	A2	Hümmerich et al. (2020)
J062723.25+212713.4	218215209	96.846911	21.453735	299.91	A1	Shi et al. (2023)
J062907.94+175738.6	218301024	97.283109	17.960723	73.07	A5	Shang et al. (2022)
J061953.90+210238.9	218314104	94.974623	21.044139	56.34	A5	Shi et al. (2023)
J063012.03+181750.4	218401110	97.550125	18.29736	142.04	A5	Shang et al. (2022)
J063107.37+202814.2	218404071	97.780731	20.47063	56.05	A3	Shang et al. (2022)
J063238.50+205939.7	218409047	98.160446	20.994379	253.18	A1	Hümmerich et al. (2020)
J061925.95+204122.2	218414247	94.858166	20.689527	54.03	A1	Shi et al. (2023)
J080056.60+383759.1	218508144	120.23584	38.633099	76.79	A7	Hümmerich et al. (2020)
J061952.28-033452.6	218604058	94.967839	-3.581305	82.05	F0	Shang et al. (2022)
J062529.84-032411.9	218713225	96.374344	-3.403328	123.12	A1	Hümmerich et al. (2020)
J063612.23+224739.6	220002059	99.050978	22.794358	91.14	A6	Qin et al. (2019)
J064519.12+240646.4	220008068	101.32967	24.112902	180.29	A1	Shi et al. (2023)
J064835.82+253408.6	220013190	102.14926	25.569072	54.43	A5	Shang et al. (2022)
J062540.62+334811.0	220507181	96.419291	33.803079	65.12	A2	Yang et al. (2024)
J062123.92+350132.4	220508027	95.349701	35.025691	70.57	A6	Shang et al. (2022)
J061942.40+365339.9	220511068	94.926699	36.894427	83.49	A2	Shang et al. (2022)
J061548.12+363657.2	220515204	93.950509	36.615896	86.93	A3	Shi et al. (2023)
J065742.90+255426.1	221107139	104.42876	25.90726	97.68	A1	Shang et al. (2022)
J064758.50+283022.6	221115220	101.99375	28.506298	613.93	A1	Hümmerich et al. (2020)
J074419.88+523638.9	223602216	116.08284	52.610806	496.41	A2	Shi et al. (2023)
J092233.23+072519.4	223804183	140.637558	7.422058	422.27	A5	Shi et al. (2023)
J092826.31+075944.0	223809140	142.10965	7.9955583	64.26	A1	Shang et al. (2022)
J091452.13+082606.7	223814110	138.716477	8.435202	140.8	A5	Shang et al. (2022)
J065505.83+384426.4	224404124	103.77431	38.740692	171.75	A2	Hümmerich et al. (2020)
J150331.87+093125.4	227905043	225.882818	9.523727	193.54	A7	Yang et al. (2024)
J074640.91+130918.7	229107161	116.67049	13.155216	62.81	A5	Hümmerich et al. (2020)
J090059.84+131238.8	229702209	135.24935	13.210779	179.01	A7	Shang et al. (2022)
J103757.03+003128.0	229906110	159.4876458	0.52445	67.89	A2	Hümmerich et al. (2020)
J091021.96+281832.1	231810241	137.59153	28.308939	116.95	A1	Hümmerich et al. (2020)
J152003.00+065731.2	235301094	230.012508	6.958673	87.62	F0	Yang et al. (2024)
J183923.10+345729.9	235701047	279.84625	34.958333	74.31	A5	Shang et al. (2022)
J185444.62+482024.7	238012135	283.685917	48.340222	84.12	A1	Shang et al. (2022)
J172341.00+153528.1	240511113	260.92022	15.59115	124.33	A7	Hümmerich et al. (2020)
J192659.97+455524.4	241008217	291.749883	45.923458	228.76	A5	Shang et al. (2022)
J191204.90+481716.6	241014004	288.0204566	48.2879548	131.03	A7	Shang et al. (2022)
J174031.07+102400.8	242307019	265.129479	10.400227	183.01	A5	Hümmerich et al. (2020)
J185444.64+482024.5	242612135	283.686017	48.340164	94.11	A6	Shang et al. (2022)
J185901.99+401821.8	243003203	284.7583099	40.3060792	89.6	A3	Lu et al. (2025)
J191326.00+401029.1	243013207	288.358367	40.174769	88.24	A1	Shang et al. (2022)
J190420.28+410144.9	243015144	286.0845347	41.0291565	129.94	A7	Shang et al. (2022)
J053417.69+442714.0	243503134	83.573734	44.453896	147.76	A2	Shi et al. (2023)
J053231.77+441954.0	243503212	83.132391	44.331689	134.95	A2	Hümmerich et al. (2020)
J054225.52+421124.6	243507010	85.606363	42.190182	99.86	A2	Shang et al. (2022)
J052510.60+440918.0	243514028	81.294171	44.155001	147.93	A1	Hümmerich et al. (2020)
J053551.11+450901.3	243515007	83.962998	45.15037	304.06	A1	Hümmerich et al. (2020)
J052748.30+453546.1	243516211	81.95127	45.596165	310.1	A2	Hümmerich et al. (2020)
J052751.11+422557.3	243602085	81.962991	42.432603	92.49	A2	Bernhard et al. (2021)
J052947.73+420240.7	243602224	82.448914	42.044662	282.85	A1	Hümmerich et al. (2020)
J052945.57+440142.2	243603100	82.439876	44.02839	192.82	A5	Hümmerich et al. (2020)
J052454.62+434145.3	243610109	81.227604	43.695924	107.16	A1	Hümmerich et al. (2020)
J082110.23+033501.8	243807137	125.29263	3.5838379	300.63	A1	Hümmerich et al. (2020)
J030004.41+542503.5	243905173	45.018385	54.417662	63.82	A3	Shi et al. (2023)
J030518.18+540419.9	243908107	46.3257537	54.0722158	91.88	A3	Shang et al. (2022)
J024816.94+532426.7	244002081	42.070615	53.40743	257.83	A1	Yang et al. (2024)
J025754.65+550238.6	244004192	44.477711	55.044067	56.49	A1	Shang et al. (2022)
J025733.92+541923.5	244005053	44.391343	54.323217	88.77	A2	Yang et al. (2024)
J025951.09+540337.5	244005145	44.96332778	54.06087111	409.15	A2	Hümmerich et al. (2020)
J025945.31+541941.5	244005163	44.93865083	54.32915472	770.17	A2	Renson & Manfroid (2009)
J025630.32+534143.1	244005204	44.126374	53.695318	338.57	A2	Yang et al. (2024)
J030709.95+535141.6	244007102	46.79049194	53.86183444	296.97	A2	Hümmerich et al. (2020)
J024836.89+535847.1	244010050	42.153715	53.979751	75.3	A5	Yang et al. (2024)
J024550.34+540256.4	244010190	41.45887	54.049019	68.49	A1	Shang et al. (2022)
J025716.49+572715.7	244011150	44.318143	57.454388	219.28	A1	Hümmerich et al. (2020)
J024542.78+555858.9	244014020	41.428256	55.983055	163.19	A2	Hümmerich et al. (2020)
J025611.74+561116.9	244015099	44.048934	56.188028	86.94	F0	Yang et al. (2024)
J194137.37+444007.3	247608043	295.405742	44.668697	55.26	F0	Yang et al. (2024)
J193829.50+464935.2	247611105	294.622958	46.826472	214.87	A1	Shang et al. (2022)
J193740.39+460219.3	247615036	294.418292	46.038722	137.47	A7	Shang et al. (2022)
J224225.17+025506.6	247807011	340.604877	2.918509	78.09	A5	Shang et al. (2022)
J202708.92+360047.0	248101214	306.787206	36.013072	237.4	A1	Shang et al. (2022)
J202340.90+383743.7	248103169	305.920453	38.62881	152.07	A1	Yang et al. (2024)
J202056.13+380407.6	248103228	305.234274	38.068699	278.45	A1	Hümmerich et al. (2020)
J202943.73+384756.6	248104069	307.43222	38.799057	171.22	A2	Hümmerich et al. (2020)
J202856.91+383619.1	248104072	307.237163	38.605322	204.35	A2	Shang et al. (2022)
J202836.42+375511.6	248104095	307.151781	37.919893	195.75	A1	Shang et al. (2022)
J203357.24+365858.1	248107067	308.488531	36.982823	88.93	F0	Yang et al. (2024)
J203123.17+384617.7	248109221	307.846582	38.771602	135.54	A5	Shang et al. (2022)
J201701.58+374713.2	248110086	304.256594	37.787024	79.19	A2	Yang et al. (2024)
J201931.52+391600.2	248114090	304.881363	39.266746	66.06	A2	Shang et al. (2022)
J010522.41+501031.3	248402246	16.343411	50.174889	365.81	A1	Hümmerich et al. (2020)
J011524.23+515128.5	248404054	18.8509812	51.8579419	451.67	A2	Hümmerich et al. (2020)
J011816.48+514639.8	248409005	19.568366	51.777931	409.39	A2	Hümmerich et al. (2020)
J012220.76+532354.4	248412197	20.586512	53.398451	298.15	A1	Hümmerich et al. (2020)
J041916.98+195637.1	248713007	64.820785	19.943661	170.2	A1	Shang et al. (2022)
J040654.80+210519.9	248715168	61.728339	21.088884	288.02	A1	Hümmerich et al. (2020)
J034019.21+570304.8	249001156	55.080083	57.051357	51.32	A5	Yang et al. (2024)
J034543.16+583801.1	249004243	56.429869	58.633639	128.55	A1	Hümmerich et al. (2020)
J035229.02+572122.2	249007053	58.120953	57.356175	76.15	A1	Shang et al. (2022)
J185444.63+482024.8	249210079	283.685993	48.3402269	148.82	A6	Hümmerich et al. (2020)
J191305.80+500013.3	249610247	288.2741823	50.0037176	224.36	A1	Hümmerich et al. (2020)
J022252.38+485816.0	250602069	35.718278	48.971116	134.37	A2	Hümmerich et al. (2020)
J023534.25+520926.0	250612081	38.892714	52.157243	169.81	A1	Hümmerich et al. (2020)
J022703.50+515528.7	250615208	36.7646104	51.9246417	338.57	A1	Shi et al. (2023)
J045508.24+204943.7	250815045	73.784341	20.828815	135.41	A5	Hümmerich et al. (2020)
J000520.49+491310.9	250901189	1.335416	49.219711	54.92	A7	Yang et al. (2024)
J235112.85+503814.5	250910027	357.8035694	50.6373836	211.03	A2	Shi et al. (2023)
J235351.09+525134.5	250916193	358.462627	52.859859	303.1	A1	Hümmerich et al. (2020)
J011435.00+534757.2	251005237	18.645854	53.79923	115.05	A5	Hümmerich et al. (2020)
J013417.13+535531.5	251006120	23.571977	53.925276	283.67	A3	Yang et al. (2024)
J013345.83+540641.7	251006194	23.440959	54.111588	84.8	A5	Shi et al. (2023)
J010507.43+535912.1	251010197	16.2809676	53.9867036	84.27	A3	Shang et al. (2022)
J012444.74+572159.1	251011029	21.186425	57.366435	138.52	A1	Yang et al. (2024)
J012214.42+561416.7	251015044	20.560123	56.237992	83.26	A1	Shi et al. (2023)
J011154.28+563254.7	251016168	17.975826	56.548529	143.09	A1	Hümmerich et al. (2020)
J032810.73+550737.3	251105129	52.044737	55.127033	271.98	A1	Yang et al. (2024)
J033341.86+542708.3	251107020	53.424457	54.452316	174.54	A2	Hümmerich et al. (2020)
J033053.47+550051.2	251108178	52.721574	55.014236	257.93	A2	Hümmerich et al. (2020)
J033359.91+564753.9	251109196	53.499655	56.798319	144.83	A1	Hümmerich et al. (2020)
J033003.45+563459.0	251109202	52.514405	56.583059	149.9	A2	Hümmerich et al. (2020)
J033648.54+571248.6	251113158	54.202279	57.213508	109.03	A2	Hümmerich et al. (2020)
J031714.31+565041.4	251115060	49.309656	56.844838	247.24	A2	Hümmerich et al. (2020)
J051440.88+405303.7	252803193	78.670338	40.884379	90.45	A1	Shang et al. (2022)
J052039.41+412015.6	252804054	80.164231	41.337687	61.41	A1	Shi et al. (2023)
J051857.75+412255.9	252804188	79.740635	41.382209	104.83	A1	Hümmerich et al. (2020)
J051734.35+402632.1	252805174	79.393143	40.442277	62	A2	Shang et al. (2022)
J052211.12+413228.0	252809211	80.54636	41.541118	56.1	A2	Shi et al. (2023)
J051633.24+421328.7	252815016	79.138524	42.224657	51.8	A1	Shang et al. (2022)
